cas_number,ingredient_name,synonyms,category_4_limit_percent,reason,rule_year,source_pdf,smiles
4674-50-4,Nootkatone,"5,6-Dimethyl-8-isopropenylbicyclo(4.4.0)dec-1-en-3-one 4a,5-Dimethyl-1,2,3,4,4a,5,6,7-octahydro-7-keto-3-isopropenylnaphthalene 4betaH,5alpha-Eremorphila-1(10),11-dien-2-one (4R-(4alpha,4a alpha,6beta))-4,4a,5,6,7,8-Hexahydro-4,4a-dimethyl-6-(1- methylvinyl)naphthalen-2(3H)-one 4,4a,5,6,7,8-Hexahydro-6-isopropenyl-4,4a-dimethyl-2(3H)-naphthalenone 2(3H)-Naphthalenone, 4,4a,5,6,7,8-hexahydro-4,4a-dimethyl-6-(1-methylethenyl)-, (4R,4aS,6R)-",,Skin Sensitization,2006.0,/Users/rim/Downloads/minerva/capstone/50th-amendment/standards-compiled.pdf,CC1CC(=O)C=C2CCC(CC12C)C(C)=C
90028-68-5;68917-10-2;9000-50-4,Oakmoss extracts,"Oakmoss absolute Evernia absolute Evernia prunastri, ext. Mousse de Chêne absolute Oakmoss absolute (Evernia prunastri) Evernia prunastri (Oakmoss) extract",0.1,Skin Sensitization; Systemic Toxicity,2020.0,/Users/rim/Downloads/minerva/capstone/50th-amendment/standards-compiled.pdf,
54464-57-2;54464-59-4;68155-66-8;68155-67-9,"1-(1,2,3,4,5,6,7,8 Octahydro-2,3,8,8-tetramethyl-2-naphthalenyl) ethanone (OTNE)","54464-57-2: 1-(1,2,3,4,5,6,7,8-Octahydro-2,3,8,8-tetramethyl-2-naphthalenyl)ethanone 1',2',3',4',5',6',7',8'-Octahydro-2',3',8',8'-tetramethyl-2'-acetonaphthone 1-(1,2,3,4,5,6,7,8-octahydro-2,3,8,8-tetramethyl-2-naphthyl)ethan-1-one 1-(2,3,8,8-tetramethyl-1,2,3,4,5,6,7,8-octahydronaphthalen-2-yl)ethanone 2-acetoxy-2,3,8,8-tetramethyloctahydronaphthalene 7-Acetyl-1,2,3,4,5,6,7,8-octahydro-1,1,6,7-tetramethylnaphthalene Ethanone, 1-(1,2,3,4,5,6,7,8-octahydro-2,3,8,8-tetramethyl-2-naphthalenyl)- Naphthalene, 1,2,3,4,5,6,7,8-octahydro-2,3,8,8-tetramethyl-2-aceto Ambergris Ketone (commercial name) Amberonne (commercial name) Ambralux (commercial name) Boisvelone (commercial name) Iso Ambois Super (commercial name) Iso-E Super (commercial name) Iso Gamma Super (commercial name) Isocyclemone E (commercial name) Orbitone (commercial name) Orbitone T (commercial name) 54464-59-4: 1- (1,2,3,4,5,6,7,8- octahydro-2,3,5,5- tetramethyl-2- naphthalenyl)ethan-1-one 1-(2,3,5,5-tetramethyl-1,2,3,4,5,6,7,8-octahydronaphthalen-2-yl)ethanone Ethanone, 1- (1,2,3,4,5,6,7,8- octahydro-2,3,5,5- tetramethyl-2- naphthalenyl)- Naphthalene, 1,2,3,4,5,6,7,8-octahydro-2,3,5,5-tetramethyl-2-aceto 68155-66-8: 1-(1,2,3,5,6,7,8,8a-Octahydro-2,3,8,8-tetramethyl-2-naphthyl)ethan-1-one 1-(2,3,8,8-Tetramethyl-1,2,3,5,6,7,8,8a-octahydronaphthalen-2-yl)ethanone Ethanone, 1-(1,2,3,5,6,7,8,8a-octahydro-2,3,8,8-tetramethyl-2-naphthalenyl)- Decalene, 2-Aceto-2,3,8,8-Tetramethyl(1,2,3,5,6,7,8,8A-Octahydro)- 68155-67-9: 1-(1,2,3,4,6,7,8,8a-Octahydro-2,3,8,8-tetramethyl-2-naphthyl)ethan-1-one 1-(2,3,8,8-Tetramethyl-1,2,3,4,6,7,8,8a-octahydronaphthalen-2-yl)ethanone Ethanone, 1-(1,2,3,4,6,7,8,8a-octahydro-2,3,8,8-tetramethyl-2-naphthalenyl)- Decalene, 2-Aceto-2,3,8,8-Tetramethyl(1,2,3,4,6,7,8,8A-Octahydro)- 2020 (Amendment 49) 1/4 IFRA Amendment 49 Page 541 of 676 IFRA STANDARD STANDARD 1-(1,2,3,4,5,6,7,8 Octahydro-2,3,8,8-tetramethyl-2-naphthalenyl) ethanone (OTNE)",20.0,Skin Sensitization; Systemic Toxicity,2020.0,/Users/rim/Downloads/minerva/capstone/50th-amendment/standards-compiled.pdf,CC1CC2=C(CC1(C)C(C)=O)C(C)(C)CCC2
2442-10-6;8006-78-8;8022-15-9;8000-28-0;93685-88-2;68917-15-7;8008-79-5,1-Octen-3-yl acetate,"3-Acetoxyoctene Amyl crotonyl acetate Amyl vinyl carbinyl acetate 1-Octen-3-ol, acetate Octenyl acetate β-Octenyl acetate n-Pentyl vinyl carbinol acetate",1.5,Skin Sensitization; Systemic Toxicity,2020.0,/Users/rim/Downloads/minerva/capstone/50th-amendment/standards-compiled.pdf,CCCCCC(OC(C)=O)C=C
10484-32-9;10519-20-7;111-12-6,Esters of 2-Octynoic acid (except Methyl heptine carbonate),"10484-32-9: Amyl heptine carbonate 2-Octynoic acid, pentyl ester Pentyl 2-octynoic acid Vert de violette 10519-20-7: Ethyl heptine carbonate Ethyl 2-octynoate 2-Octynoic acid, ethyl ester",,,2008.0,/Users/rim/Downloads/minerva/capstone/50th-amendment/standards-compiled.pdf,CCCCCC#CC(=O)OCC
8021-36-1;9000-78-6;93384-32-8,Opoponax,"Opoponax (absolute, resinoid, oil, gum, tincture) Bisabol-myrrh Sweet myrrh Opoponax chironium (L.) W.D.J. Koch Commiphora erythraea Engler var. glabrescens (Burseraceae)",0.43,Skin Sensitization; Systemic Toxicity,2020.0,/Users/rim/Downloads/minerva/capstone/50th-amendment/standards-compiled.pdf,
13144-88-2,"1-(2,4,4,5,5-Pentamethyl-1-cyclopenten-1-yl)ethan-1-one","2-Acetyl-1,3,3,4,4-pentamethyl-1-cyclopentene Ethanone, 1-(2,4,4,5,5-pentamethyl-1-cyclopenten-1-yl)- 1-(2,4,4,5,5-Pentamethylcyclopent-1-en-1-yl)ethanone Alpinone (commercial name)",0.43,Skin Sensitization; Systemic Toxicity,2020.0,/Users/rim/Downloads/minerva/capstone/50th-amendment/standards-compiled.pdf,CC(=O)C1=C(C)CC(C)(C)C1(C)C
25677-40-1,2-Pentylidene cyclohexanone,"Cyclohexanone, 2-pentylidene-",,Skin Sensitization,2006.0,/Users/rim/Downloads/minerva/capstone/50th-amendment/standards-compiled.pdf,CCCC/C=C1/CCCCC1=O
2111-75-3;8000-42-8;8023-92-5;68916-46-1;68916-84-7;8008-26-2;68916-04-1;68606-94-0;8008-57-9;68132-21-8,Perilla aldehyde,"1-Cyclohexene-1-carboxaldehyde, 4-(1-methylethenyl)- 4-Isopropenylcyclohex-1-ene-1-carbaldehyde 4-Isopropenyl-1-cyclohexene-1-carboxaldehyde Dihydrocuminic aldehyde p-Mentha-1,8-dien-7-al Perillaldehyde",0.3,Skin Sensitization; Systemic Toxicity,2020.0,/Users/rim/Downloads/minerva/capstone/50th-amendment/standards-compiled.pdf,CC(=C)C1CCC(=CC1)C=O
8007-00-9,Peru balsam,"Prohibition of Peru balsam crude: Exudation of Myroxylon pereirae Klotsch Restriction of Peru balsam extracts and distillates: Balsam oil, Peru (Myroxylon pereirae Klotzsch) Myroxylon pereirae (Balsam Peru) oil Myroxylon pereirae (Balsam Peru) resin Myroxylon pereirae oil Peru balsam absolute Peru balsam anhydrol",0.41,Skin Sensitization; Systemic Toxicity,2020.0,/Users/rim/Downloads/minerva/capstone/50th-amendment/standards-compiled.pdf,
103-79-7,Phenyl acetone,"Benzyl methyl ketone Methyl benzyl ketone 2-Propanone, 1-phenyl",,,2008.0,/Users/rim/Downloads/minerva/capstone/50th-amendment/standards-compiled.pdf,CC(=O)Cc1ccccc1
93-99-2,Phenyl benzoate,"Benzoic acid, phenyl ester",,,2008.0,/Users/rim/Downloads/minerva/capstone/50th-amendment/standards-compiled.pdf,O=C(Oc1ccccc1)c2ccccc2
17488-65-2,4-Phenyl-3-buten-2-ol,"3-Buten-2-ol, 4-phenyl- 4-Phenylbut-3-en-2-ol Methyl styryl carbinol",1.2,Skin Sensitization; Systemic Toxicity,2020.0,/Users/rim/Downloads/minerva/capstone/50th-amendment/standards-compiled.pdf,CC(O)/C=C/c1ccccc1
122-78-1,Phenylacetaldehyde,Benzeneacetaldehyde Benzylcarboxaldehyde Hyacinthin 1-Oxo-2-phenylethane α-Tolualdehyde α-Toluic aldehyde Phenylacetic aldehyde Phenyl acetic aldehyde (pure) (commercial name),0.25,Skin Sensitization; Systemic Toxicity,2020.0,/Users/rim/Downloads/minerva/capstone/50th-amendment/standards-compiled.pdf,O=CCc1ccccc1
16251-77-7,3-Phenylbutanal,"Benzenepropanal, β-methyl- 3-Phenylbutyraldehyde 3-Phenyl-3-methylpropanal Trifernal (commercial name)",0.44,Skin Sensitization; Systemic Toxicity,2020.0,/Users/rim/Downloads/minerva/capstone/50th-amendment/standards-compiled.pdf,CC(CC=O)c1ccccc1
93-53-8;1340-11-0;34713-70-7,2-Phenylpropionaldehyde,"Benzeneacetaldehyde, α-methyl- Hydratropaldehyde α-Methylphenylacetaldehyde α-Methyltolualdehyde 2-Phenylpropanal α-Phenylpropionaldehyde (R)-2-Phenylpropionaldehyde (S)-2-Phenylpropionaldehyde Hydratropic aldehyde (commercial name)",0.16,Skin Sensitization; Systemic Toxicity,2020.0,/Users/rim/Downloads/minerva/capstone/50th-amendment/standards-compiled.pdf,CC(C=O)c1ccccc1
,Pinacea derivatives,Derivatives from the Pine Family,,Skin Sensitization,1994.0,/Users/rim/Downloads/minerva/capstone/50th-amendment/standards-compiled.pdf,
94-86-0;63477-41-8,Propenylguaethol,"1-Ethoxy-2-hydroxy-4-propenylbenzene 2-Ethoxy-5-prop-1-en-1-ylphenol 2-Ethoxy-5-propenylphenol 3-Propenyl-6-ethoxyphenol 6-Ethoxy-m-anol Phenol, 2-ethoxy-5-(1-propenyl)- Vanitrope (commercial name) Isosafroeugenol (commercial name)",0.99,Skin Sensitization; Systemic Toxicity,2020.0,/Users/rim/Downloads/minerva/capstone/50th-amendment/standards-compiled.pdf,CCOc1ccc(\C=C\C)cc1O
17369-59-4;8016-31-7,3-Propylidenephthalide,"1(3H)-Isobenzofuranone, 3-propylidene- 3-Propylidene-2-benzofuran-1(3H)-one Propylidene phthalide",0.4,Skin Sensitization; Systemic Toxicity,2020.0,/Users/rim/Downloads/minerva/capstone/50th-amendment/standards-compiled.pdf,CC/C=C/1OC(=O)c2ccccc12
26651-96-7;72968-25-3;1117-41-5,Pseudo methylionones,"2,6-Dimethyldodeca-2,6,8-trien-10-one 7,11-Dimethyl-4,6,10-dodecatrien-3-one 7,11-Dimethyldodeca-4,6,10-trien-3-one 4,6,10-Dodecatrien-3-one, 7,11-dimethyl- 3,6,10-Trimethylundeca-3,5,9-trien-2-one",,Skin Sensitization,2009.0,/Users/rim/Downloads/minerva/capstone/50th-amendment/standards-compiled.pdf,CCC(=O)\C=C\C=C(C)\CCC=C(C)C
141-10-6,Pseudoionone,"Citrylideneacetone 2,6-Dimethylundeca-2,6,8-trien-10-one 6,10-Dimethyl-3,5,9-undecatrien-2-one 3,5,9-Undecatrien-2-one, 6,10-dimethyl-",,Skin Sensitization,2006.0,/Users/rim/Downloads/minerva/capstone/50th-amendment/standards-compiled.pdf,CC(C)=CCC\C(C)=C\C=C\C(C)=O
91-22-5,Quinoline,"1-Benzazine 2,3-Benzopyridine Benzo(b)pyridine Chinoleine Leucoline Quinoleine",,,2010.0,/Users/rim/Downloads/minerva/capstone/50th-amendment/standards-compiled.pdf,c1ccc2ncccc2c1
23696-85-7;23726-93-4;59739-63-8;43052-87-5;24720-09-0;23726-94-5;23726-92-3;23726-91-2;35044-68-9;57378-68-4;71048-82-3;35087-49-1;39872-57-6;70266-48-7;33673-71-1;87064-19-5,Rose ketones,"23696-85-7 (C13H18O): 1-(2,6,6-Trimethylcyclohexa-1,3-dienyl)-2-buten-1-one 2-Buten-1-one, 1-(2,6,6-trimethyl-1,3-cyclohexadien-1-yl) Damascenone (commercial name) Floriffone (commercial name) Doricenone (commercial name) 23726-93-4 (C13H18O): (E)-1-(2,6,6-Trimethyl-1,3-cyclohexadien-1-yl)-2-buten-1-one trans-1-(2,6,6-Trimethyl-1,3-cyclohexadien-1-yl)-2-buten-1-one 2-Buten-1-one, 1-(2,6,6-trimethyl-1,3-cyclohexadien-1-yl)- (2E)- β-Damascenone 59739-63-8 (C13H18O): (2Z)-1-(2,6,6-trimethyl-1,3-cyclohexadien-1-yl)-2-Buten-1-one (Z)-β-Damascenone cis-Damascenone 2-Buten-1-one, 1-(2,6,6-trimethyl-1,3-cyclohexadien-1-y1)-, (Z)- 43052-87-5 (C13H20O): α-1-(2,6,6-Trimethyl-2-cyclohexen-1-yl)-2-buten-1-one 2-Buten-1-one, 1-(2,6,6-trimethyl-2-cyclohexen-1-yl)- α-Damascone (commercial name) Dihydrofloriffone α (commercial name) 24720-09-0 (C13H20O): (E)-1-(2,6,6-Trimethyl-2-cyclohexen-1-yl)-2-buten-1-one 2020 (Amendment 49) 1/6 IFRA Amendment 49 Page 602 of 676 IFRA STANDARD STANDARD Rose ketones trans-1-(2,6,6-Trimethyl-2-cyclohexen-1-yl)but-2-en-1-one 2-Buten-1-one, 1-(2,6,6-trimethyl-2-cyclohexen-1-yl)-, (2E)- trans-α-Damascone Damascone alpha (commercial name) Dorinone (commercial name) 23726-94-5 (C13H20O): (Z)-1-(2,6,6-Trimethyl-2-cyclohexen-1-yl)-2-buten-1-one cis-1-(2,6,6-Trimethyl-2-cyclohexen-1-yl)-2-buten-1-one 2-Buten-1-one, 1-(2,6,6-trimethyl-2-cyclohexen-1-yl)-, (Z)- 1-(2,6,6-Trimethylcyclohex-2-en-1-yl)but-2-en-1-one cis-α-Damascone 23726-92-3 (C13H20O): 1-(2,6,6-Trimethylcyclohex-1-en-1-yl)but-2-en-1-one (Z)-β-1-(2,6,6-Trimethyl-1-cyclohexen-1-yl)-2-buten-1-one (Z)-1-(2,6,6-Trimethyl-1-cyclohexen-1-yl)-2-buten-1-one 2-Buten-1-one, 1-(2,6,6-trimethyl-1-cyclohexen-1-yl)-, (2Z)- cis-β-Damascone (commercial name) Damasione (commercial name) 23726-91-2 (C13H20O): (2E)-1-(2,6,6-Trimethyl-1-cyclohexen-1-yl)-2-buten-1-one (E)-1-(2,6,6-Trimethyl-1-cyclohexen-1-yl)-2-buten-1-one 1-(2,6,6-Trimethylcyclohex-1-en-1-yl)but-2-en-1-one trans-β-Damascone, Dihydrofloriffone β (commercial name) Dorinone beta (commercial name) 35044-68-9 (C13H20O): 2-Buten-1-one, 1-(2,6,6-trimethyl-1-cyclohexen-1-yl)- 2,6,6-Trimethyl-1-(2-butenoyl)-1-cyclohexene 2,6,6-Trimethyl-1-crotonoyl-1-cyclohexene 1-(2,6,6-Trimethylcyclohexenyl)-2-buten-1-one 1-(2,6,6-Trimethyl-1-cyclohexen-1-yl)-2-buten-1-one Damascone β- β-Damascone 57378-68-4 (C13H20O): δ-1-(2,6,6-Trimethyl-3-cyclohexen-1-yl)-2-buten-1-one 2-Buten-1-one, 1-(2,6,6-trimethyl-3-cyclohexen-1-yl)- 1-(2,6,6-Trimethyl-3-cyclohexen-1-yl)-2-buten-1-one δ-Damascone (commercial name) Dihydrofloriffone TD (commercial name) 71048-82-3 (C13H20O): [1α(E),2β]-1-(2,6,6-Trimethyl-3-cyclohexen-1-yl)-2-buten-1-one [1α(E),2β]-1-(2,6,6-Trimethylcyclohex-3-en-1-yl)but-2-en-1-one trans,trans-δ-Damascone trans δ Damascone (commercial name) 35087-49-1 (C13H20O): 1-(2,2-Dimethyl-6-methylenecyclohexyl)but-2-en-1-one 2020 (Amendment 49) 2/6 IFRA Amendment 49 Page 603 of 676 IFRA STANDARD STANDARD Rose ketones 2-Buten-1-one, 1-(2,2-dimethyl-6-methylenecyclohexyl)- Damascone γ- γ-Damascone (commercial name) 39872-57-6 (C13H20O): 1-(2,4,4-Trimethyl-2-cyclohexen-1-yl)-2-buten-1-one (E)-1-(2,4,4-Trimethyl-2-cyclohexen-1-yl)-2-buten-1-one 2-Buten-1-one, 1-(2,4,4-trimethyl-2-cyclohexen-1-yl)-, (2E)- 2-Buten-1-one, 1-(2,4,4-trimethyl-2-cyclohexen-1-yl)-, (E)- (E)-α-Isodamascone Isodamascone (high α) (commercial name) 70266-48-7 (C13H20O): 1-(2,4,4-Trimethyl-1-cyclohexen-1-yl)-2-buten-1-one 2-Buten-1-one, 1-(2,4,4-trimethyl-1-cyclohexene-1-yl) Generic β-Isodamascone Isodamascone (standard quality) (commercial name) 33673-71-1 (C13H20O): 1-(2,4,4-Trimethylcyclohex-2-en-1-yl)but-2-en-1-one 1-(2,4,4-Trimethyl-2-cyclohexen-1-yl)-2-buten-1-one 2-Buten-1-one, 1-(2,4,4-trimethyl-2-cyclohexen-1-yl)- Isodamascone (isomer unspecified) Generic δ-Isodamascone 87064-19-5 (C13H20O): 2-Buten-1-one, 1-(2,4,4-trimethyl-2-cyclohexen-1-yl)-, (Z)- cis-Isodamascone (including all geometric isomers).",0.043,Skin Sensitization; Systemic Toxicity,2020.0,/Users/rim/Downloads/minerva/capstone/50th-amendment/standards-compiled.pdf,C/C=C/C(=O)C1=C(C)C=CCC1(C)C
8014-29-7;84929-47-5,Rue oil,Not applicable.,0.15,Phototoxicity,2020.0,/Users/rim/Downloads/minerva/capstone/50th-amendment/standards-compiled.pdf,
94-59-7;120-58-1;94-58-6;8008-51-3;8015-91-6;8007-87-2;68855-99-2;8007-12-3;8008-45-5;68917-09-9;91770-56-8;8006-80-2,"Safrole, Isosafrole and Dihydrosafrole","94-59-7: 1,3-Benzodioxole, 5-(2-propenyl)- 3,4-Methylene dioxyallylbenzene 4-Allyl-1,2-methylene dioxybenzene 5-Allyl-1,3-benzodioxole Safrol 120-58-1: 1,2-Methylenedioxy-4-propenylbenzene 1,3-Benzodioxole, 5-(1-propenyl)- 5-Prop-1-en-1-yl-1,3-benzodioxole Iso-safrole 94-58-6: 1,3-Benzodioxole, 5-propyl- 3,4-Methylenedioxypropylbenzene 5-Propyl-1,3-benzodioxole",,,1987.0,/Users/rim/Downloads/minerva/capstone/50th-amendment/standards-compiled.pdf,C=CCc1ccc2OCOc2c1
84961-58-0,Santolina oil,Not applicable.,,,2008.0,/Users/rim/Downloads/minerva/capstone/50th-amendment/standards-compiled.pdf,
8024-00-8;90046-04-1;68916-94-9;90046-03-0,Savin oil,Prohibition of Savin oil: Juniperus sabina L. Specification of Savin oil: Juniperus phoenicea L.,,,1982.0,/Users/rim/Downloads/minerva/capstone/50th-amendment/standards-compiled.pdf,
515-03-7,Sclareol,"Labd-14-ene-8,13-diol 1-Naphthalenepropanol,decahydro-alpha-ethenyl-2-hydroxy- alpha,2,5,5,8apentamethyl-, (1R-(1-alpha(R*),2-beta,4a-beta,8a-alpha))-",,Skin Sensitization,2005.0,/Users/rim/Downloads/minerva/capstone/50th-amendment/standards-compiled.pdf,CC1(C)CCC[C@@]2(C)C1CC[C@@](C)(O)[C@@H]2CC[C@@](C)(O)C=C
8046-19-3;8024-01-9;94891-27-7;94891-28-8;101227-15-0,Styrax,"Prohibition of the crude material: Styrax crude gums Restriction and Specification of the distillates: Styrax resin Styrax oil Styrax oil, rectified Styrax oil, pyrogenated, distilled",0.64,Skin Sensitization; Systemic Toxicity,2020.0,/Users/rim/Downloads/minerva/capstone/50th-amendment/standards-compiled.pdf,
90131-43-4;8016-84-0;91722-29-1;91770-75-1;1081-34-1,Tagetes oil and absolute,"Prohibition of Tagetes erecta: Tagetes erecta L. Restriction and Specification of Tagetes patula and Tagetes minuta: Tagetes absolute (Tagetes patula L.) Tagetes patula absolute Tagetes patula, ext. Tagetes minuta absolute Tagetes oil",0.01,Phototoxicity,2020.0,/Users/rim/Downloads/minerva/capstone/50th-amendment/standards-compiled.pdf,s1cccc1c2sc(cc2)c3sccc3
84650-60-2,Tea leaf absolute,"Camellia sinensis leaf extract Tea, ext. Tea sinensis absolute Thea chinensis ext. Thea sinensis ext.",0.21,Skin Sensitization; Systemic Toxicity,2020.0,/Users/rim/Downloads/minerva/capstone/50th-amendment/standards-compiled.pdf,
19343-78-3,"1,2,3,4-Tetrahydro-4-methylquinoline","4-Methyl-1,2,3,4-tetrahydroquinoline Quinoline, 1,2,3,4-tetrahydro-4-methyl- 1,2,3,4-Tetrahydrolepidine 1,2,3,4-Tetrahydro-4-methylquinoline",,,2009.0,/Users/rim/Downloads/minerva/capstone/50th-amendment/standards-compiled.pdf,CC1CCNc2ccccc12
65114-03-6,"α,2,2,3-Tetramethylcyclopent-3-ene-1-butyraldehyde","2-Methyl-4-(2,2,3-trimethylcyclopent-3-en-1-yl)butanal 3-Cyclopentene-1-butanal, α,2,2,3-tetramethyl- Florenza (commercial name) Santafleur (commercial name)",0.21,Skin Sensitization; Systemic Toxicity,2020.0,/Users/rim/Downloads/minerva/capstone/50th-amendment/standards-compiled.pdf,CC(CCC1CC=C(C)C1(C)C)C=O
546-80-5;471-15-8;76231-76-0;1125-12-8;68991-20-8;91745-71-0;92113-09-2;84775-75-7;8007-20-3;91770-83-0;91770-83-1;8006-83-5;8002-68-4;90063-99-3;8016-36-2;89957-98-2;8022-56-8;84082-79-1;8016-68-0;8008-80-8;8016-84-0;8016-87-3;8007-46-3;8008-93-3;8022-07-9,Thujone,"1-Isopropyl-4-methylbicyclo[3.1.0]hexan-3-one 3-Thujanone, (1s,4r,5r)-(-)- α-Thujone β-Thujone",1.4,Systemic Toxicity,2020.0,/Users/rim/Downloads/minerva/capstone/50th-amendment/standards-compiled.pdf,CC(C)[C@@]12C[C@@H]1[C@@H](C)C(=O)C2
529-20-4;620-23-5;104-87-0;1334-78-7;620-23-4,"o,m,p-Tolualdehydes and their mixtures","529-20-4: 2-Tolualdehyde ortho-Tolualdehyde 2-Methylbenzaldehyde 620-23-4: meta-Tolualdehyde 3-Methyl-benzaldehyde Benzaldehyde, 3-methyl- 104-87-0: para-Tolualdehyde 4-Methyl-benzaldehyde Benzaldehyde, 4-methyl- Tolyl Aldehyde Para Extra (commercial name) 1334-78-7: Benzaldehyde, methyl- o,m,p-Methyl-benzaldehydes Methylbenzaldehyde (mixed 2,3,4) Tolualdehydes (mixed o,m,p) Tolualdehyde Toluic aldehyde (mixed 2,3,4)",0.47,Skin Sensitization; Systemic Toxicity,2020.0,/Users/rim/Downloads/minerva/capstone/50th-amendment/standards-compiled.pdf,Cc1ccccc1C=O
108-88-3,Toluene,Toluol Methylbenzol Methylbenzene,,,2004.0,/Users/rim/Downloads/minerva/capstone/50th-amendment/standards-compiled.pdf,Cc1ccccc1
589-18-4,p-Tolyl alcohol,"(4-Methylphenyl)methanol Benzenemethanol, 4-methyl- p-Methylbenzyl alcohol p-Tolualcohol 4-(Hydroxymethyl)toluene 4-Methylbenzyl alcohol 4-Tolylcarbinol",1.5,Skin Sensitization; Systemic Toxicity,2020.0,/Users/rim/Downloads/minerva/capstone/50th-amendment/standards-compiled.pdf,Cc1ccc(CO)cc1
90028-67-4;68648-41-9;68917-40-8,Treemoss extracts,Treemoss absolute (Pseudevernia furfuracea) Treemoss (Usnea furfuracea) Treemoss colourless Pseudevernia furfuracea extract Cedar moss,0.1,Skin Sensitization; Systemic Toxicity,2020.0,/Users/rim/Downloads/minerva/capstone/50th-amendment/standards-compiled.pdf,
65113-99-7,"5-(2,2,3-Trimethyl-3-cyclopentenyl)-3-methylpentan-2-ol","3-Cyclopentene-1-butanol, .α.,.β.,2,2,3-pentamethyl- 3-Methyl-5-(2,2,3-trimethylcyclopent-3-en-1-yl)pentan-2-ol a,b,2,2,3-Pentamethylcyclopent-3-ene-1-butanol Sandal Series G (Commercial name) Sandalore (Commercial name)",1.2,Skin Sensitization; Systemic Toxicity,2020.0,/Users/rim/Downloads/minerva/capstone/50th-amendment/standards-compiled.pdf,CC(O)C(C)CCC1CC=C(C)C1(C)C
116-26-7,"2,6,6-Trimethylcyclohex-1,3-dienyl methanal","2,6,6-Trimethylcyclohexa-1,3-diene-1-carbaldehyde 2,6,6-Trimethyl-1,3-cyclohexadienal 2,6,6-Trimethyl-1,3-cyclohexadien-1-carboxaldehyde 1,1,3-Trimethyl-2-formylcyclohexa-2,4-diene Dehydro-β-cyclocitral Safranal (commercial name)",0.012,Skin Sensitization; Systemic Toxicity,2020.0,/Users/rim/Downloads/minerva/capstone/50th-amendment/standards-compiled.pdf,CC1=C(C=O)C(C)(C)CC=C1
24048-14-4;185019-19-6;58001-88-0;58001-87-9;1373932-23-0;1018832-07-9,"2,6,10-Trimethylundeca-5,9-dien-1-ol","24048-14-4: 2,6,10-Trimethylundeca-5,9-dienol 5,9-Undecadien-1-ol, 2,6,10-trimethyl- Dihydroapofarnesol Profarnesol 185019-19-6 and 58001-88-0: (E)-2,6,10-Trimethylundeca-5,9-dien-1-ol 58001-87-9: (Z)-2,6,10-Trimethylundeca-5,9-dien-1-ol 1373932-23-0: (2R,5E)-2,6,10-Trimethylundeca-5,9-dien-1-ol 1018832-07-9: (2S, 5E)-2,6,10-Trimethylundeca-5,9-dien-1-ol",1.2,Skin Sensitization; Systemic Toxicity,2020.0,/Users/rim/Downloads/minerva/capstone/50th-amendment/standards-compiled.pdf,CC(CO)CC/C=C(C)/CCC=C(C)C
8024-12-2;85116-63-8,Verbena oil and absolute (Lippia citriodora Kunth.),Prohibition of Verbena oils: Lippia citriodora oils Restriction of Verbena absolutes: Lippia citriodora absolute Verbena absolute Aloysia triphylla absolute Lippia triphylla absolute Verbena triphylla absolute Zappania citrodora absolute,0.69,Phototoxicity; Skin Sensitization; Systemic Toxicity,2020.0,/Users/rim/Downloads/minerva/capstone/50th-amendment/standards-compiled.pdf,
8006-81-3;68606-83-7;83863-30-3,Ylang ylang extracts,"Cananga odorata (Lamark) (Hooker et Thompson) (Anonaceae) Cananga odorata extract Cananga odorata flower oil Cananga odorata oil Cananga oil Ylang ylang oil (Cananga odorata Hook. f. and Thomas) Ylang ylang oil extra Ylang ylang oil I Ylang ylang oil II Ylang ylang oil III Ylang ylang, Cananga odorata, ext.",0.73,Skin Sensitization; Systemic Toxicity,2020.0,/Users/rim/Downloads/minerva/capstone/50th-amendment/standards-compiled.pdf,
10599-70-9,"3-Acetyl-2,5-dimethylfuran","3-Acetyl-2,5-dimethylfuran 1-(2,5-Dimethyl-3-furyl)ethanone 2,5-Dimethyl-3-acetylfuran Ethanone, 1-(2,5-dimethyl-3-furanyl)-",,,2023.0,"/Users/rim/Downloads/minerva/capstone/IFRA 51st Amendment - Standards/Prohibition/3-Acetyl-2,5-dimethylfuran.pdf",CC(=O)c1cc(C)oc1C
85-91-6,Methyl N-methylanthranilate,"Methyl N-methylanthranilate Benzoic acid, 2-(methylamino)-, methyl ester Dimethyl anthranilate 2-Methylamino methyl benzoate N-Methylanthranilic acid, methyl ester Methyl 2-(methylamino)benzoate Methyl 2-methylaminobenzoate Methyl o-methylaminobenzoate",0.1,Phototoxicity; Systemic Toxicity,2023.0,/Users/rim/Downloads/minerva/capstone/IFRA 51st Amendment - Standards/Restriction Specification/Methyl N-methylanthranilate.pdf,CNc1ccccc1C(=O)OC
