cas_number,ingredient_name,synonyms,category_4_limit_percent,reason,rule_year,source_pdf,smiles
120-51-4;8007-00-9;9000-72-0;9000-05-9;68606-83-7;8021-43-0;8007-80-5;8023-82-3;8015-91-6;97659-68-2;68916-09-6;8023-94-7;8022-96-6;8024-43-9;103798-23-6;68917-12-4;8015-77-8;8024-03-1;8024-05-3;8006-81-3;68952-44-3,Benzyl benzoate,"Benylate Benzoic acid, benzyl ester Benzoic acid, phenylmethyl ester Benzyl phenylformate Phenylmethyl benzoate",4.8,Skin Sensitization; Systemic Toxicity,2020.0,/Users/rim/Downloads/minerva/capstone/49th-amendment/Standards/Restriction (dermal sensitization and systemic toxicity)/Benzyl benzoate.pdf,O=C(OCc1ccccc1)c2ccccc2
41448-29-7,"3,7-Dimethyl-2,6-nonadien-1-al","2,6-Nonadien-1-al, 3,7-dimethyl- 3,7-Dimethylnona-2,6-dienal Ethyl citral",0.6,Skin Sensitization; Systemic Toxicity,2020.0,"/Users/rim/Downloads/minerva/capstone/49th-amendment/Standards/Restriction (dermal sensitization and systemic toxicity)/3,7-Dimethyl-2,6-nonadien-1-al.pdf",CC/C(C)=C/CC\C(C)=C\C=O
2563-07-7,2-Ethoxy-4-methylphenol,"2-Ethoxy-p-cresol 2-Ethoxy-4-methylphenol 4-Methyl-2-ethoxyphenol Phenol, 2-ethoxy-4-methyl- Ultravanil (commercial name) Supravanil (commercial name)",0.099,Skin Sensitization; Systemic Toxicity,2020.0,/Users/rim/Downloads/minerva/capstone/49th-amendment/Standards/Restriction (dermal sensitization and systemic toxicity)/2-Ethoxy-4-methylphenol.pdf,CCOc1cc(C)ccc1O
68480-15-9,"Cyclohexanemethanol, 2,4-dimethyl-","(2,4-Dimethylcyclohexyl)methanol 2,4-Dimethylcyclohexanemethanol",0.0013,Skin Sensitization; Systemic Toxicity,2020.0,"/Users/rim/Downloads/minerva/capstone/49th-amendment/Standards/Restriction (dermal sensitization and systemic toxicity)/Cyclohexanemethanol, 2,4-dimethyl.pdf",CC1CCC(CO)C(C)C1
5462-06-6;111753-62-9,4-Methoxy-α-methylbenzenepropanal,"2-Anisylpropional Benzenepropanal, 4-methoxy-α-methyl- Hydrocinnamaldehyde, p-methoxy-a-methyl p-Methoxyhydratropaldehyde 4-Methoxy-α-methylbenzenepropanal p-Methoxy-α-methylhydrocinnamaldehyde 3-(4-Methoxyphenyl)-2-methylpropanal 3-(p-Methoxyphenyl)-2-methylpropionaldehyde 2-Methyl-3-(p-methoxyphenyl)propanal 2-Methyl-3-(4-methoxyphenyl)propionaldehyde Canthoxal (commercial name) Fennaldehyde (commercial name) Foliaver (commercial name)",0.82,Skin Sensitization; Systemic Toxicity,2020.0,/Users/rim/Downloads/minerva/capstone/49th-amendment/Standards/Restriction (dermal sensitization and systemic toxicity)/4-Methoxy-α-methylbenzenepropanal.pdf,COc1ccc(CC(C)C=O)cc1
7493-74-5;863306-60-9,Allyl phenoxyacetate,"Acetic acid, phenoxy-, 2-propenyl ester 2-Propenyl phenoxyacetate Prop-2-enyl 2-phenoxyacetate Acetate PA",0.3,Skin Sensitization; Systemic Toxicity,2020.0,/Users/rim/Downloads/minerva/capstone/49th-amendment/Standards/Restriction (dermal sensitization and systemic toxicity)/Allyl phenoxyacetate.pdf,C=CCOC(=O)COc1ccccc1
1205-17-0;111753-60-7,"α-Methyl-1,3-benzodioxole-5-propionaldehyde (MMDHCA)","1,3-Benzodioxole-5-propanal, α-methyl- 3-(1,3-Benzodioxol-5-yl)-2-methylpropanal 2-Methyl-3-(3,4-methylenedioxyphenyl)- propionaldehyde 2-Methyl-3-(3,4-methylenedioxyphenyl)propanal α-Methyl-3,4-(methylenedioxy)-hydrocinnamaldehyde α-Methyl-1,3-benzodioxole-5-propanal α-Methyl-1,3-benzodioxole-5-propionaldehyde 3-(3,4-Methylenedioxyphenyl)-2-methylpropanal α-Methyl-3,4-methylene-dioxyhydrocinnamic aldehyde Heliofolal (commercial name) Heliogan (commercial name) Helional (commercial name) Tropional (commercial name)",2.6,Skin Sensitization; Systemic Toxicity,2020.0,"/Users/rim/Downloads/minerva/capstone/49th-amendment/Standards/Restriction (dermal sensitization and systemic toxicity)/α-Methyl-1,3-benzodioxole-5-propionaldehyde (MMDHCA).pdf",CC(Cc1ccc2OCOc2c1)C=O
93-15-2;8006-77-7;92113-09-2;8015-73-4;68916-05-2;8006-78-8;8015-79-0;68606-83-7;8015-91-6;8023-89-0;8023-94-7;8006-83-5;8007-48-5;8007-12-3;68991-39-9;8006-76-6;8008-46-6;8008-45-5;90106-38-0;8007-01-0;8016-69-1;8016-88-4;68647-73-4;8007-46-3;8024-05-3;8024-12-2,Methyl eugenol,"Eugenyl methyl ether Methyl eugenol ether Allylveratrole Veratrole methyl ether 4-Allyl-1,2-dimethoxybenzene Benzene, 1,2-dimethoxy-4-(2-propenyl)- 1,2-Dimethoxy-4-allylbenzene 1,2-dimethoxy-4-(2-propenyl)- benzene",0.016,Skin Sensitization; Systemic Toxicity,2020.0,/Users/rim/Downloads/minerva/capstone/49th-amendment/Standards/Restriction (dermal sensitization and systemic toxicity)/Methyl eugenol.pdf,COc1ccc(CC=C)cc1OC
18127-01-0,p-tert-Butyldihydrocinnamaldehyde,"Benzenepropanal, 4-(1,1-dimethylethyl)- 3-(4-tert-Butylphenyl)propionaldehyde Bourgeonal (commercial name) Liliphenal (commercial name)",0.47,Skin Sensitization; Systemic Toxicity,2020.0,/Users/rim/Downloads/minerva/capstone/49th-amendment/Standards/Restriction (dermal sensitization and systemic toxicity)/p-tert-Butyldihydrocinnamaldehyde.pdf,CC(C)(C)c1ccc(CCC=O)cc1
86803-90-9,Methoxy dicyclopentadiene carboxaldehyde,"4,7-Methano-1H-indene-2-carboxaldehyde, octahydro-5-methoxy 8-Methoxytricyclo[5.2.2.1]decane-4-carboxaldehyde Scentenal (commercial name)",1.1,Skin Sensitization; Systemic Toxicity,2020.0,/Users/rim/Downloads/minerva/capstone/49th-amendment/Standards/Restriction (dermal sensitization and systemic toxicity)/Methoxy dicyclopentadiene carboxaldehyde.pdf,COC1CC2CC1C3CC(CC23)C=O
107898-54-4,"3,3-Dimethyl-5-(2,2,3-trimethyl-3-cyclopenten-1-yl)-4-penten-2-ol","4-Penten-2-ol, 3,3-dimethyl-5-(2,2,3-trimethyl-3-cyclopenten-1-yl)- (+/-) trans-3,3-Dimethyl-5-(2,2,3-trimethyl-cyclopent-3-en-1-yl)pent-4-en-2-ol Mysantol (Commercial name) Polysantol (Commercial name)",1.1,Skin Sensitization; Systemic Toxicity,2020.0,"/Users/rim/Downloads/minerva/capstone/49th-amendment/Standards/Restriction (dermal sensitization and systemic toxicity)/3,3-Dimethyl-5-(2,2,3-trimethyl-3-cyclopenten-1-yl)-4-penten-2-ol.pdf",
119-84-6;68606-82-6;8024-04-2,Dihydrocoumarin,"1,2-Benzodihydropyrone 2H-1-Benzopyran-2-one, 3,4-dihydro- Chroman-2-one 2-Chromanone 3,4-Dihydro-2H-1-benzopyran-2-one o-Hydroxydihydrocinnamic acid lactone Melilotic acid lactone",0.43,Skin Sensitization; Systemic Toxicity,2020.0,/Users/rim/Downloads/minerva/capstone/49th-amendment/Standards/Restriction (dermal sensitization and systemic toxicity)/Dihydrocoumarin.pdf,O=C1CCc2ccccc2O1
16251-77-7,3-Phenylbutanal,"Benzenepropanal, β-methyl- 3-Phenylbutyraldehyde 3-Phenyl-3-methylpropanal Trifernal (commercial name)",0.44,Skin Sensitization; Systemic Toxicity,2020.0,/Users/rim/Downloads/minerva/capstone/49th-amendment/Standards/Restriction (dermal sensitization and systemic toxicity)/3-Phenylbutanal.pdf,CC(CC=O)c1ccccc1
122-78-1,Phenylacetaldehyde,Benzeneacetaldehyde Benzylcarboxaldehyde Hyacinthin 1-Oxo-2-phenylethane α-Tolualdehyde α-Toluic aldehyde Phenylacetic aldehyde Phenyl acetic aldehyde (pure) (commercial name),0.25,Skin Sensitization; Systemic Toxicity,2020.0,/Users/rim/Downloads/minerva/capstone/49th-amendment/Standards/Restriction (dermal sensitization and systemic toxicity)/Phenylacetaldehyde.pdf,O=CCc1ccccc1
103-41-3;8007-00-9;9000-72-0;9000-05-9;8046-19-3;8024-03-1,Benzyl cinnamate,"Benzyl γ-phenylacrylate Benzyl 3-phenylpropenoate Cinnamein Cinnamic acid, benzyl ester Phenylmethyl 3-phenyl-2-propenoate 2-Propenoic acid, 3-phenyl-phenylmethyl ester",2.0,Skin Sensitization; Systemic Toxicity,2020.0,/Users/rim/Downloads/minerva/capstone/49th-amendment/Standards/Restriction (dermal sensitization and systemic toxicity)/Benzyl cinnamate.pdf,O=C(OCc1ccccc1)/C=C/c2ccccc2
93-53-8;1340-11-0;34713-70-7,2-Phenylpropionaldehyde,"Benzeneacetaldehyde, α-methyl- Hydratropaldehyde α-Methylphenylacetaldehyde α-Methyltolualdehyde 2-Phenylpropanal α-Phenylpropionaldehyde (R)-2-Phenylpropionaldehyde (S)-2-Phenylpropionaldehyde Hydratropic aldehyde (commercial name)",0.16,Skin Sensitization; Systemic Toxicity,2020.0,/Users/rim/Downloads/minerva/capstone/49th-amendment/Standards/Restriction (dermal sensitization and systemic toxicity)/2-Phenylpropionaldehyde.pdf,CC(C=O)c1ccccc1
104-54-1;8007-80-5;8015-91-6;97659-68-2;8023-94-7;103798-23-6;8046-19-3;8024-03-1,Cinnamic alcohol,"Cinnamyl alcohol 3-Phenylallyl alcohol 3-Phenyl-2-propen-1-ol 2-Propen-1-ol, 3-phenyl- Styrone Styryl alcohol Zimtalcohol Styryl carbinol",1.2,Skin Sensitization; Systemic Toxicity,2020.0,/Users/rim/Downloads/minerva/capstone/49th-amendment/Standards/Restriction (dermal sensitization and systemic toxicity)/Cinnamic alcohol.pdf,OC\C=C/c1ccccc1
62518-65-4,3-(m-tert-Butylphenyl)-2-methylpropionaldehyde (m-BMHCA),"Benzenepropanal, 3-(1,1-dimethylethyl)-α-methyl- 3-(3-tert-Butylphenyl)-2-methylpropanal m-BMHCA",1.8,Skin Sensitization; Systemic Toxicity,2020.0,/Users/rim/Downloads/minerva/capstone/49th-amendment/Standards/Restriction (dermal sensitization and systemic toxicity)/3-(m-tert-Butylphenyl)-2-methylpropionaldehyde (m-BMHCA).pdf,CC(Cc1cccc(c1)C(C)(C)C)C=O
4748-78-1,p-Ethylbenzaldehyde,"4-Ethylbenzaldehyde Benzaldehyde, 4-ethyl",0.47,Skin Sensitization; Systemic Toxicity,2020.0,/Users/rim/Downloads/minerva/capstone/49th-amendment/Standards/Restriction (dermal sensitization and systemic toxicity)/p-Ethylbenzaldehyde.pdf,CCc1ccc(C=O)cc1
101-85-9,α-Amyl cinnamic alcohol,"Amylcinnamyl alcohol α-Amylcinnamyl alcohol 2-Amyl-3-phenyl-2-propen-1-ol 2-Benzylideneheptanol 1-Heptanol, 2-(phenylmethylene)- α-Pentylcinnamyl alcohol",1.5,Skin Sensitization; Systemic Toxicity,2020.0,/Users/rim/Downloads/minerva/capstone/49th-amendment/Standards/Restriction (dermal sensitization and systemic toxicity)/α-Amyl cinnamic alcohol.pdf,CCCCC\C(CO)=C/c1ccccc1
2785-87-7;8001-88-5;8013-10-3,2-Methoxy-4-propylphenol,"Phenol, 2-methoxy-4-propyl- 4-Propyl-ortho-methoxyphenol 4-Propylguaicol 5-Propyl-ortho-hydroxyanisole Dihydroeugenol",0.73,Skin Sensitization; Systemic Toxicity,2020.0,/Users/rim/Downloads/minerva/capstone/49th-amendment/Standards/Restriction (dermal sensitization and systemic toxicity)/2-Methoxy-4-propylphenol.pdf,CCCc1ccc(O)c(OC)c1
144020-22-4;28371-99-5,"Acetic acid, anhydride, reaction products with 1,5,10-Trimethyl-1,5,9- cyclododecatriene",Methyl trimethylcyclododecatrienyl ketone (mixture of isomers) Trimofix O (commercial name) Fixamber (commercial name),2.4,Skin Sensitization; Systemic Toxicity,2020.0,"/Users/rim/Downloads/minerva/capstone/49th-amendment/Standards/Restriction (dermal sensitization and systemic toxicity)/Acetic acid, anhydride, reaction products with 1,5,10-Trimethyl-1,5,9-cyclododecatriene.pdf",CC(=O)C1CCC(=C\CCC(=C/C/C=C1/C)\C)/C
73157-43-4,Allyl heptine carbonate,Allyl 2-octynoate 2-Octynoic acid 2-Propenyl ester,,Skin Sensitization,2008.0,/Users/rim/Downloads/minerva/capstone/49th-amendment/Standards/Prohibition/Allyl heptine carbonate.pdf,CCCCCC#CC(=O)OCC=C
63697-53-0,Musk α,"Musk alpha 1,3-Dibromo-2-methoxy-4-nitro-5-(1,1-dimethylethyl)-6-methyl-benzene Benzene,1,3-dibromo-5-(1,1-dimethylethyl)-2- methoxy-4-methyl-6-nitro-",,,2008.0,/Users/rim/Downloads/minerva/capstone/49th-amendment/Standards/Prohibition/Musk α.pdf,
150-76-5,Hydroquinone monomethyl ether,"4-Hydroxyanisole p-Hydroxyanisole 4-Methoxyphenol p-Methoxyphenol Phenol, p-methoxy-",,,2006.0,/Users/rim/Downloads/minerva/capstone/49th-amendment/Standards/Prohibition/Hydroquinone monomethyl ether.pdf,COc1ccc(O)cc1
18318-83-7,trans-2-Hexenal dimethyl acetal,"1,1-Dimethoxy-trans-2-hexene 2-Hexene, 1,1-dimethoxy-, (2E)-",,Skin Sensitization,2006.0,/Users/rim/Downloads/minerva/capstone/49th-amendment/Standards/Prohibition/trans-2-Hexenal dimethyl acetal.pdf,CCC/C=C/C(OC)OC
104-27-8,α-Methyl anisylidene acetone,"1-(p-Methoxyphenyl)-1-penten-3-one p-Methoxystyryl ethyl ketone alpha-Methylanisalacetone α-Methylanisalacetone 1-(4-Methoxyphenyl)-1-penten-3-one 1-Penten-3-one, 1-(4-(methoxyphenyl))- Ethone (commercial name)",,Skin Sensitization,2006.0,/Users/rim/Downloads/minerva/capstone/49th-amendment/Standards/Prohibition/α-Methyl anisylidene acetone.pdf,CCC(=O)/C=C/c1ccc(OC)cc1
87-05-8,4-Methyl-7-ethoxycoumarin,"2H-1-Benzopyran-2-one, 7-ethoxy-4-methyl- Coumarin, 7-ethoxy-4-methyl- 7-Ethoxy-4-methylcoumarin 4-Methyl-7-ethoxybenzopyrone Maraniol (commercial name)",,,2006.0,/Users/rim/Downloads/minerva/capstone/49th-amendment/Standards/Prohibition/4-Methyl-7-ethoxycoumarin.pdf,CCOc1ccc2C(=CC(=O)Oc2c1)C
700-82-3,Hexahydrocoumarin,"2H-1-Benzopyran-2-one, 3,4,5,6,7,8-hexahydro- Coumarin, hexahydro- Coumarin, 3,4,5,6,7,8-hexahydro- 1-Cyclohexene-1-propanoic acid, 2-hydroxy-, d-lactone 3,4,5,6,7,8-Hexahydro-2H-1-benzopyran-2-one",,Skin Sensitization,2006.0,/Users/rim/Downloads/minerva/capstone/49th-amendment/Standards/Prohibition/Hexahydrocoumarin.pdf,O=C1CCC2=C(CCCC2)O1
67746-30-9,trans-2-Hexenal diethyl acetal,"1,1-Diethoxy-trans-2-hexene (E)-2-Hexenal diethyl acetal 2-Hexene, 1,1-diethoxy-, (2E)-",,Skin Sensitization,2006.0,/Users/rim/Downloads/minerva/capstone/49th-amendment/Standards/Prohibition/trans-2-Hexenal diethyl acetal.pdf,CCC/C=C/C(OCC)OCC
88-29-9,Acetyl ethyl tetramethyl tetralin (AETT),"7-Acetyl-6-ethyl-1,1,4,4-tetramethyl-1,2,3,4-tetrahydronaphthalene Ethanone, 1-(3-ethyl-5,6,7,8-tetrahydro-5,5,8,8-tetramethyl-2-naphthalenyl)- Versalide (commercial name)",,,2006.0,/Users/rim/Downloads/minerva/capstone/49th-amendment/Standards/Prohibition/Acetyl ethyl tetramethyl tetralin (AETT).pdf,CCc1cc2c(cc1C(C)=O)C(C)(C)CCC2(C)C
92-48-8,6-Methylcoumarin,"2H-1-Benzopyran-2-one, 6-methyl 6-Methyl-2h-1-benzopyran-2-one 6-Methylbenzopyrone 6-Methyl coumarin 6-Methyl-cis-o-coumarinic lactone 5-Methyl-2-hydroxyphenylpropenoic acid lactone Toncarine (commercial name)",,,2006.0,/Users/rim/Downloads/minerva/capstone/49th-amendment/Standards/Prohibition/6-Methylcoumarin.pdf,Cc1ccc2OC(=O)C=Cc2c1
85085-26-3,Massoia bark oil,"Cryptocarya massoio oil Cryptocarya massoy bark extract Cryptocarya massoy, ext. Massoia bark oil (Cryptocarya massoio)",,Skin Sensitization,2008.0,/Users/rim/Downloads/minerva/capstone/49th-amendment/Standards/Prohibition/Massoia bark oil.pdf,
84961-58-0,Santolina oil,Not applicable.,,,2008.0,/Users/rim/Downloads/minerva/capstone/49th-amendment/Standards/Prohibition/Santolina oil.pdf,
103-64-0,Bromostyrene,"Benzene, (2-bromoethenyl)- α-Bromo-ß-phenylethylene ß-Bromostyrene ß-Bromovinylbenzene ω-Bromstyrene Bromstyrol Bromstyrolene",,,2008.0,/Users/rim/Downloads/minerva/capstone/49th-amendment/Standards/Prohibition/Bromostyrene.pdf,Br\C=C\c1ccccc1
5406-12-2,p-Methylhydrocinnamic aldehyde,"Benzenepropanal, 4-methyl p-Methyldihydrocinnamaldehyde p-Methylhydrocinnamaldehyde 3-(4-Methylphenyl)propanal 3-p-Tolylpropionaldehyde",,Skin Sensitization,2008.0,/Users/rim/Downloads/minerva/capstone/49th-amendment/Standards/Prohibition/p-Methylhydrocinnamic aldehyde.pdf,Cc1ccc(CCC=O)cc1
10484-32-9;10519-20-7;111-12-6,Esters of 2-Octynoic acid (except Methyl heptine carbonate),"10484-32-9: Amyl heptine carbonate 2-Octynoic acid, pentyl ester Pentyl 2-octynoic acid Vert de violette 10519-20-7: Ethyl heptine carbonate Ethyl 2-octynoate 2-Octynoic acid, ethyl ester",,,2008.0,/Users/rim/Downloads/minerva/capstone/49th-amendment/Standards/Prohibition/Esters of 2-Octynoic acid (except Methyl heptine carbonate).pdf,CCCCCC#CC(=O)OCC
145-39-1,Musk tibetene,"1-tert-Butyl-2,6-dinitro-3,4,5-trimethylbenzene Benzene, 1-(1,1-dimethylethyl)-3,4,5-trimethyl-2,6-dinitro-",,,2008.0,/Users/rim/Downloads/minerva/capstone/49th-amendment/Standards/Prohibition/Musk tibetene.pdf,Cc1c(C)c(c(c(c1C)[N+]([O-])=O)C(C)(C)C)[N+]([O-])=O
6248-20-0,"2,4-Dihydroxy-3-methylbenzaldehyde","Benzaldehyde, 2,4-dihydroxy-3-methyl- 4-Formyl-2-methylresorcinol",,Skin Sensitization,2006.0,"/Users/rim/Downloads/minerva/capstone/49th-amendment/Standards/Prohibition/2,4-Dihydroxy-3-methylbenzaldehyde.pdf",Cc1c(O)ccc(C=O)c1O
8022-81-9;84649-96-7,Boldo oil,"Boldo leaf oil (Peumus boldus Mol.) Oil, boldo leaf Peumus boldus oil",,,2009.0,/Users/rim/Downloads/minerva/capstone/49th-amendment/Standards/Prohibition/Boldo oil.pdf,
764-40-9;142-83-6;80466-34-8;5910-85-0;30361-28-5;6750-03-4;2363-88-4;13162-46-4;21662-16-8;25152-84-5;30361-29-6;4313-03-5;20432-40-0;4488-48-6;5577-44-6;5910-87-2,"2,4-Dienals","Including but not limited to: 2,4-Pentadienal 2,4-Hexadienal 2,4-Heptadienal 2,4-Octadienal 2,4-Nonadienal 2,4-Decadienal 2,4-Undecadienal 2,4-Dodecadienal trans,trans-2,4-Decadienal trans,trans-2,4-Undecadienal 2,4-Heptadien-1-al (including all geometric isomers)",,,2013.0,"/Users/rim/Downloads/minerva/capstone/49th-amendment/Standards/Prohibition/2,4-Dienals.pdf",C=C\C=C/C=O
62265-99-0,Musk KS,"1,3-Dibromo-2-methoxy-4-methyl-5-nitrobenzene Benzene, 1,3-dibromo-2-methoxy-4-methyl-5-nitro- 1,3-Dibromo-2-methoxy-5-nitro-6-methylbenzene 2,4-Dibromo-3-methoxy-6-nitrotoluene 2,6-Dibromo-3-methyl-4-nitroanisole 6-Nitro-2,4-dibromo-3-methoxytoluene Bromorose Musk KS (commercial name)",,,2008.0,/Users/rim/Downloads/minerva/capstone/49th-amendment/Standards/Prohibition/Musk KS.pdf,COc1c(Br)cc(c(C)c1Br)[N+]([O-])=O
98-00-0,Furfuryl alcohol,2-Furancarbinol 2-Furanmethanol Furfuralcohol Furfuryl alcohol α-Furylcarbinol 2-Furylcarbinol 2-Furylmethanol 2-Hydroxymethylfuran,,,2015.0,/Users/rim/Downloads/minerva/capstone/49th-amendment/Standards/Prohibition/Furfuryl alcohol.pdf,OCc1occc1
81-15-2,Musk xylene,"2,4,6-Trinitro-1,3-methyl-5-tert-butylbenzene 1-tert-Butyl-3,5-dimethyl-2,4,6-trinitrobenzene Benzene, 1-(1,1-dimethylethyl)-3,5-dimethyl-2,4,6-trinitro- Musk xylol",,,2009.0,/Users/rim/Downloads/minerva/capstone/49th-amendment/Standards/Prohibition/Musk xylene.pdf,Cc1c(c(C)c(c(c1[N+]([O-])=O)C(C)(C)C)[N+]([O-])=O)[N+]([O-])=O
3591-42-2,"2,2-Dichloro-1-methylcyclopropylbenzene","Benzene, (2,2-dichloro-1-methylcyclopropyl)-",,,2008.0,"/Users/rim/Downloads/minerva/capstone/49th-amendment/Standards/Prohibition/2,2-Dichloro-1-methylcyclopropylbenzene.pdf",CC1(CC1(Cl)Cl)c2ccccc2
140-88-5,Ethyl acrylate,"Ethyl propenoate 2-Propenoic acid, ethyl ester",,Skin Sensitization,2006.0,/Users/rim/Downloads/minerva/capstone/49th-amendment/Standards/Prohibition/Ethyl acrylate.pdf,CCOC(=O)C=C
141-05-9,Diethyl maleate,"2-Butenedioic acid (2Z)-, diethyl ester Ethyl maleate Maleic acid, diethyl ester",,Skin Sensitization,2006.0,/Users/rim/Downloads/minerva/capstone/49th-amendment/Standards/Prohibition/Diethyl maleate.pdf,CCOC(=O)\C=C/C(=O)OCC
8006-99-3;8024-11-1;89997-47-7,Chenopodium oil,American wormseed oil Chenopodium ambrosioides L. var anthelminticum,,,2008.0,/Users/rim/Downloads/minerva/capstone/49th-amendment/Standards/Prohibition/Chenopodium oil.pdf,
40607-48-5,"3,7-Dimethyl-2-octen-1-ol","6,7-Dihydrogeraniol 2-Octen-1-ol, 3,7-dimethyl",,Skin Sensitization,2004.0,"/Users/rim/Downloads/minerva/capstone/49th-amendment/Standards/Prohibition/3,7-Dimethyl-2-octen-1-ol.pdf",CC(C)CCC\C(C)=C\CO
18829-55-5,trans-2-Heptenal,"beta-Butylacrolein 3-Butylacrolein (E)-2-Hepten-1-al 2-Heptenal, (E)-",,Skin Sensitization,2006.0,/Users/rim/Downloads/minerva/capstone/49th-amendment/Standards/Prohibition/trans-2-Heptenal.pdf,CCCC\C=C\C=O
17874-34-9,"4,6-Dimethyl-8-tert-butylcoumarin","2H-1-Benzopyran-2-one, 8-(1,1-dimethylethyl)-4,6-dimethyl- Butolia",,,2006.0,"/Users/rim/Downloads/minerva/capstone/49th-amendment/Standards/Prohibition/4,6-Dimethyl-8-tert-butylcoumarin.pdf",Cc1cc2C(=CC(=O)Oc2c(c1)C(C)(C)C)C
109-86-4;110-49-6,Ethylene glycol monomethyl ether and its acetate,"109-86-4 (ether): Ethylene glycol methyl ether 2-Methoxyethanol Ethanol, 2-methoxy- Methyl cellosolve 110-49-6 (acetate): Ethylene glycol methyl ether acetate 2-Methoxyethanol acetate 2-Methoxyethyl acetate Methyl cellosolve acetate Ethanol, 2-methoxy-, acetate",,,2004.0,/Users/rim/Downloads/minerva/capstone/49th-amendment/Standards/Prohibition/Ethylene glycol monomethyl ether and its acetate.pdf,COCCO
8023-88-9;90106-55-1,"Costus root oil, absolute and concrete","Costus root essential oil, absolute and concrete (Saussurea lappa Clarke) Oils, costus Saussurea lappa root oil Spiral flag oil",,Skin Sensitization,2006.0,"/Users/rim/Downloads/minerva/capstone/49th-amendment/Standards/Prohibition/Costus root oil, absolute and concrete.pdf",
83-66-9,Musk ambrette,"Benzene, 1-(1,1-dimethylethyl)-2-methoxy-4-methyl-3,5-dinitro- 1-tert-Butyl-2-methoxy-4-methyl-3,5-dinitrobenzene 4-tert-Butyl-3-methoxy-2,6-dinitrotoluene 6-tert-Butyl-3-methyl-2,4-dinitroanisole 1-(1,1-Dimethylethyl)-2-methoxy-4-methyl-3,5-dinitrobenzene 2,6-Dinitro-3-methoxy-1-methyl-4-tert-butylbenzene 2,6-Dinitro-3-methoxy-4-tert-butyltoluene 2,4-Dinitro-3-methyl-6-tert-butylanisole",,,2006.0,/Users/rim/Downloads/minerva/capstone/49th-amendment/Standards/Prohibition/Musk ambrette.pdf,COc1c(cc(c(C)c1[N+]([O-])=O)[N+]([O-])=O)C(C)(C)C
103-79-7,Phenyl acetone,"Benzyl methyl ketone Methyl benzyl ketone 2-Propanone, 1-phenyl",,,2008.0,/Users/rim/Downloads/minerva/capstone/49th-amendment/Standards/Prohibition/Phenyl acetone.pdf,CC(=O)Cc1ccccc1
111-28-4;17102-64-6,"2,4-Hexadien-1-ol","1-Hydroxy-2,4-hexadiene Hexa-2,4-dien-1-ol Sorbic alcohol Sorbyl alcohol Hexadienol (commercial name)",,,2015.0,"/Users/rim/Downloads/minerva/capstone/49th-amendment/Standards/Prohibition/2,4-Hexadien-1-ol.pdf",C/C=C/C=C/CO
623-15-4,Furfurylidene acetone,"3-Buten-2-one, 4-(2-furanyl)- Furfuralacetone 4-(2-Furyl)-3-buten-2-one",,,2008.0,/Users/rim/Downloads/minerva/capstone/49th-amendment/Standards/Prohibition/Furfurylidene acetone.pdf,CC(=O)\C=C\c1occc1
122-57-6,Benzylidene acetone,"4-Phenyl-3-buten-2-one 3-Buten-2-one, 4-phenyl- Benzilideneacetone Methyl styryl ketone",,Skin Sensitization,2006.0,/Users/rim/Downloads/minerva/capstone/49th-amendment/Standards/Prohibition/Benzylidene acetone.pdf,CC(=O)\C=C\c1ccccc1
93-99-2,Phenyl benzoate,"Benzoic acid, phenyl ester",,,2008.0,/Users/rim/Downloads/minerva/capstone/49th-amendment/Standards/Prohibition/Phenyl benzoate.pdf,O=C(Oc1ccccc1)c2ccccc2
13393-93-6;26266-77-3;1333-89-7,"Hydroabietyl alcohol, Dihydroabietyl alcohol",Abitol (mixture of different hydroabietyl alcohols),,Skin Sensitization,2004.0,"/Users/rim/Downloads/minerva/capstone/49th-amendment/Standards/Prohibition/Hydroabietyl alcohol, Dihydroabietyl alcohol.pdf",CC(C)C1CC[C@H]2C(CC[C@H]3[C@](C)(CO)CCC[C@]23C)C1
116-66-5,Musk moskene,"1,1,3,3,5-Pentamethyl-4,6-dinitroindane 1H-Indene, 2,3-dihydro-1,1,3,3,5-pentamethyl-4,6,-dinitro-",,,2008.0,/Users/rim/Downloads/minerva/capstone/49th-amendment/Standards/Prohibition/Musk moskene.pdf,Cc1c(cc2c(c1[N+]([O-])=O)C(C)(C)CC2(C)C)[N+]([O-])=O
80-62-6,Methyl methacrylate,"Methyl 2-methacrylate, 2-(methoxycarbonyl)-1-propene Methyl 2-methyl-2-propenoate 2-Propenoic acid, 2-methyl-, methyl ester MMA",,Skin Sensitization,2008.0,/Users/rim/Downloads/minerva/capstone/49th-amendment/Standards/Prohibition/Methyl methacrylate.pdf,COC(=O)C(C)=C
13706-86-0,Acetyl isovaleryl,"5-Methyl-2,3-hexanedione 2,3-Hexanedione, 5-methyl- Acetyl isopentanoyl",,Skin Sensitization,2006.0,/Users/rim/Downloads/minerva/capstone/49th-amendment/Standards/Prohibition/Acetyl isovaleryl.pdf,CC(C)CC(=O)C(C)=O
